address,code,description,floor,latitude,longitude,photos,price_local,price_usa,views_day,views_week,zones,Агентство,Балкон,Бытовая техника,Год постройки,Дата обновления,Дополнительно,Мебель,Метро,Планировка,Плита,Полы,Примечания,Район города,Ремонт,Сан/узел,Соседи по квартире,Телефон,Тип дома,rooms,total_area,living_area,kitchen_area,floors,plan_proc,panel_type,photos_proc,Ближайшее метро,До метро,До центра
"Минск, Пушкина просп., 36",944078,"Сдам 2-хкомн. квартиру возле станции метро Пушкинская на Пушкина 36. В квартире все необходимое для комфортного проживания: мебель, стиральная машина и холодильник. До метро 3 минуты пешком. Рядом магазины и Раковский рынок.",2,53.911588,27.496164,5.0,673,340,14,84,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,1,0,"холодильник, стиральная машина",2003.5714285714287,2017-12-20,"рядом магазин, рядом рынок",1,Пушкинская (Заводская линия).,Пропуск,1,ламинат,,Фрунзенский район,1,1,нет,1,Пропуск,2,54.0,34.0,10.0,9,1.0,0,5.0,Пушкінская,237.05771762076213,4410.4171724812395
"Минск, Украинки ул., 4/1",1215736,,3,53.9303,27.5031,14.0,661,334,7,120,Веснянка,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет, кондиционер",1990.0,2017-12-27,"домофон, сигнализация, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,нет,чешский проект,1,ламинат,,Центральный район,0,1,нет,1,панельный,2,52.0,30.0,9.0,9,0.0,1,14.0,Пушкінская,2322.9801685103066,4928.72148389498
"Минск, Лынькова ул., 15",1203974,,7,53.926285,27.489014,2.0,653,330,14,75,Масюковщина,0,1,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет",1979.0,2017-12-10,"металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, окна во двор, детская площадка, рядом магазин, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,Пушкинская (Заводская линия).,стандартный проект,0,,"Сдается квартира с косметическим ремонтом, со всей необходимой мебелью (два шкафа-купе, кровать, тахта, стол). Тихий район, рядом большой парк, всегда есть где припарковать машину, детский сад, школа возле дома. Высокоскоростной оптоволоконый интернет. Четыре остановки до метро Спортивная. Низкая коммуналка (прописан собственник).",Фрунзенский район,0,1,нет,1,панельный,2,50.0,29.0,8.0,9,0.0,1,2.0,Пушкінская,1935.9599389670382,5448.467213987409
"Минск, Краснозвездная ул., 3",976065,,3,53.9118,27.582,12.0,653,330,13,94,"Гикало,Золотая Горка",1,1,"холодильник, посуда, мелкая бытовая техника, стиральная машина, телевизор, интернет",1957.0,2017-12-26,"домофон, металлическая дверь, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом рынок",1,Площадь Якуба Коласа (Московская линия).,сталинка,1,паркет,Квартира в центре,Советский район,0,1,нет,1,кирпичный,2,60.0,42.0,8.0,4,1.0,0,12.0,Плошча Перамогі,459.03365014783986,1700.2826861478343
"Минск, Калиновского ул., 32",617842,,2,53.941852,27.639984,5.0,653,330,8,8,Восток,0,1,"холодильник, стиральная машина, телевизор, интернет",2003.5714285714287,2017-12-27,"домофон, стеклопакеты, рядом магазин, рядом зеленая зона",1,"Восток, до метро 12 мин. пешком (Московская линия).",Пропуск,0,,,Первомайский район,0,1,нет,1,Пропуск,2,49.0,34.0,10.0,5,1.0,0,5.0,Усход,1116.5033689977888,6766.695500021902
"Минск, Воронянского ул., 15/1",1212477,,3,53.879015,27.548653,7.0,653,330,13,83,"Аэродромная, Могилевская, Воронянского",0,1,"холодильник, посуда, стиральная машина",1985.0,2017-12-14,"домофон, металлическая дверь, лифт, стеклопакеты, хороший вид из окна, рядом магазин, рядом супермаркет, рядом зеленая зона",1,Институт культуры (Московская линия).,чешский проект,1,паркет,"Квартира сдается на длительный срок для семьи. Двухкомнатная квартира рядом ст.м Институт культуры -10 мин пешком, в 2018 - открытие Ковальская Слобода - 1 мин, в квартире : холодильник, морозильник, стиральная машина, плита, мебель все, кроме кроватей (обсуждается отдельно). Возможен торг.",Октябрьский район,0,1,нет,1,панельный,2,51.0,48.0,9.0,12,0.0,1,7.0,Інстытут Культуры,926.9557132429771,2746.2234623708146
"Минск, Голубева ул., 14",1200047,,7,53.866383,27.476388,8.0,653,330,17,106,Юго-Запад,0,1,"свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, телевизор, интернет, высокоскоростной интернет",1978.0,2017-11-25,"домофон, видеодомофон, сигнализация, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом зеленая зона",1,Петровщина (Московская линия).,стандартный проект,1,паркет,2 ком квартира с хорошим ремонтом возле метро Петровщина.вся мебель и бытовая техника.паркет подвесные потолки.можно писать на почту adelven@Mail.ru или писать звонить на вайбер вотсап +79260491422,Московский район,1,1,нет,0,панельный,2,63.0,43.0,10.0,9,0.0,1,8.0,Пятроўшчына,668.8227152749096,6889.530356230455
"Минск, Волоха ул., 37",1207763,,2,53.895,27.5139,19.0,653,330,13,95,"Р.Люксембург, К.Либкнехта",0,1,"холодильник, телевизор, высокоскоростной интернет",1963.0,2017-12-07,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",0,"Грушевка, до метро 10 мин. (Московская линия).",хрущевка,0,деревянные,,Московский район,0,1,нет,1,блок-комнаты,2,45.0,35.0,10.0,4,0.0,0,19.0,Грушаўка,922.3990764836557,3237.0947763566405
"Минск, Сырокомли ул.",782135,,4,53.844572,27.564949,6.0,653,330,18,35,Лошица,0,0,"холодильник, стиральная машина, интернет",2003.5714285714287,2017-12-26,"металлическая дверь, встроенные шкафы",0,нет,Пропуск,1,,,Ленинский район,1,1,нет,0,Пропуск,2,55.0,30.0,10.0,9,1.0,0,6.0,Інстытут Культуры,4867.852723663348,6451.128447101007
"Минск, Рокоссовского просп., 105",1206497,,7,53.858232,27.610525,11.0,653,330,12,76,Серебрянка,0,1,"холодильник, стиральная машина, телевизор, интернет, компьютерная сеть",1972.0,2017-12-05,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, хороший вид из окна, окна во двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",0,нет,чешский проект,0,,"Сдается двух комнатная квартира по пр . Рокоссовского 105. Комнаты изолированные, стеклопакеты, балкон застеклён, обшит вагонкой.Санитарные комнаты и коридор после капитального ремонта.В наличии холодильник, стиральная машина,телевизор, частично мебель,телефон, интернет, металлическая входная дверь. Сдается аккуратным и порядочным людям, без вредных привычек и без животных.Бережно относящихся к чужой собственности. Агентствам просьба не беспокоить!Сдаётся на длительный срок по договору.",Ленинский район,0,1,нет,1,панельный,2,40.0,22.0,8.0,9,0.0,1,11.0,Партызанская,2345.368667771259,5888.554015269484
"Минск, Заславская ул., 11/2",1122898,"Сдам очень уютную квартиру в центре города по ул. Заславская 11 к2 , 100 м от гостиницы Юбилейная. Тихий центр. Недалеко ст. метро Фрунзенская. Квартира полностью укомплектована , телефон, мебель,техника, сан/узел - раздельный, лоджия, год постройки 1986, домофон, металлическая дверь, лифт, встроенные шкафы, окна ПВХ,бесплатная парковка, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом спортивный центр. ",2,53.9097,27.5419,9.0,633,320,13,105,"Победителей, Заславская",1,0,,1986.0,2017-12-20,"металлическая дверь, благоустроенный двор, лифт, парковка, рядом магазин, детская площадка, рядом спортивный центр, встроенные шкафы, домофон",1,Фрунзенская (Заводская линия).,стандартный проект,1,ламинат,,Центральный район,1,1,нет,1,монолитный,2,47.0,29.0,7.0,9,0.0,0,9.0,Фрунзенская,513.095487119351,1516.2819016972246
"Минск, Пушкина просп., 40/1",1214538,,2,53.9145,27.4968,11.0,633,320,14,288,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,0,1,"холодильник, посуда, стиральная машина, телевизор, высокоскоростной интернет",2002.0,2017-12-18,"домофон, металлическая дверь, встроенные шкафы, стеклопакеты, окна во двор, благоустроенный двор, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,Пушкинская (Заводская линия).,улучшенный проект,0,ламинат,"Собственник.Сдаётся в аренду двухкомнатная квартира в 5-ти минутах ходьбы от м. `Пушкинская`.Сдаётся на длительный срок семье из двух человек, либо одному человеку. Без детей, без домашних животных.Улучшенная планировка, вся необходимая для проживания мебель и бытовая техника есть.Стоимость аренды 320$ + оплата коммунальных услуг + депозит в размере 350$.",Фрунзенский район,1,1,нет,1,Пропуск,2,50.0,35.0,7.0,5,1.0,0,11.0,Пушкінская,540.9965290657282,4455.832659767154
"Минск, Лобанка ул., 78/1",1199093,,9,53.891305,27.427549,9.0,633,320,15,89,Сухарево,0,1,"холодильник, посуда, свч-печь, стиральная машина, интернет, компьютерная сеть",2002.0,2017-12-25,"VIP-квартира, домофон, металлическая дверь, лифт, стеклопакеты, парковка, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона, элитная квартира",1,"Каменная горка, до метро 10 мин. пешком (Заводская линия).",улучшенный проект,0,линолеум,"Сдается с 2 февраля. Собственник. Сдается большая (80 м.кв.) 2- комнатная квартира м. Каменная горка, с евроремонтом в новостройке, просторная планировка. Улучшенный проект.Большая кухня, туалет, ванная. Кладовка. Wi-Fi.Квартира после ремонта. Итальянские и Бельгийские обои Roberto Cavalli, новая мебель IKEA. Стеклопакеты. Стиральная маш.Рядом остановка. Метро Каменная горка в 10 мин. Адрес: ул. Лобанка, 78.Рядом Максимус, банки, почта, школа, детский сад. В доме салон красоты, парикмахерская.Спокойный район. Через дорогу парк, озеро, лес. Рядом с домом стадион. Парковка. Без хозяев. Сдается порядочным и ответственным людям.Коммунальные - 30-50 руб.Внимательно ознакомиться с описанием и фото. В ЛС не писать, только звонить.",Фрунзенский район,0,1,нет,0,монолитный,2,80.0,40.0,11.0,9,1.0,0,9.0,Каменная Горка,1821.5805729537576,8892.053382392174
"Минск, Старовиленская ул., 97",1167412,,8,53.911878,27.585356,13.0,633,320,13,97,"Гикало,Золотая Горка",0,1,"холодильник, мелкая бытовая техника, стиральная машина, высокоскоростной интернет, компьютерная сеть, кондиционер",2003.0,2017-11-21,"VIP-квартира, домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,Площадь Якуба Коласа (Московская линия).,улучшенный проект,0,паркет,"Тихий центр! Всё рядом-транспорт, магазины,Комаровский рынок,Парк Победы. Школы, дет.сады. всё необходимое для комфортной жизни. Квартира после ремонта. Хозяйка.",Советский район,1,1,нет,1,панельный,2,52.0,30.0,9.0,10,1.0,1,13.0,Плошча Якуба Коласа,449.7829064447446,1884.8166450646086
"Минск, Мирошниченко ул., 6",1179965,,2,53.959,27.6107,13.0,633,320,15,98,Зеленый луг,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, посудомоечная машина, стиральная машина, телевизор, интернет, высокоскоростной интернет, компьютерная сеть, кондиционер",1981.0,2017-10-22,"сигнализация, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,нет,чешский проект,0,,"Уютная светлая, тёплая 2-х комнатная квартира с евроремонтом, расположена в Зелёном луге, одним их самых чистых и зеленых районов города!Качественная бытовая техника Liebherr, Bosch, Samsung, Mitsubishi, LG, высокоскоростной интернет, в квартире есть все для комфортного проживания от посуды до кондиционеров и посудомойки, плюс отличная инфраструктура вокруг.",Советский район,1,1,нет,1,панельный,2,50.0,30.0,9.0,9,0.0,1,13.0,Маскоўская,3631.1304333273147,7071.397447255735
"Минск, Гикало ул., 24/2",1208674,,2,53.9109,27.5934,0.0,633,320,12,82,"Гикало,Золотая Горка",0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет",1970.0,2017-12-08,"металлическая дверь, встроенные шкафы, стеклопакеты, окна во двор",1,Площадь Якуба Коласа (Московская линия).,брежневка,0,паркет,,Советский район,1,1,нет,1,кирпичный,2,48.0,36.0,8.0,5,0.0,0,0.0,Плошча Якуба Коласа,825.2284469998281,2296.8860276335167
"Минск, Жуковского ул., 17",1095156,,3,53.8795,27.5515,11.0,633,320,12,100,"Аэродромная, Могилевская, Воронянского",1,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, DVD-проигрыватель, высокоскоростной интернет",1997.0,2017-12-26,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом рынок, рядом спортивный центр",1,Институт культуры (Московская линия).,чешский проект,1,линолеум,,Октябрьский район,0,1,нет,1,панельный,2,47.0,32.0,7.0,12,0.0,1,11.0,Інстытут Культуры,1005.1153182274796,2642.3065310183747
"Минск, Дзержинского просп., 55",1195897,"Сдается от Собственника, без комиссии.Просторная 2-комнатная квартира по адресу Проспект Дзержинского 55.Квартира аккуратная,чистая с нормальным ремонтом.Отличное месторасположение.Из окна видно метро и остановку(хорошее транспортное сообщение).Хорошо развита инфраструктура,в шаговой доступности различные магазины,аптека,тц и т.д.)Имеется кухня и плита,электро-камин.Квартира частично меблирована(есть возможность доукомплектовать).На длительный срок.Звоните- договоримся на просмотр!Подготовкой и размещением рекламных материалов занималась компания REALEST.",3,53.8774,27.4983,13.0,633,320,19,110,"Уманская, Железнодорожная, Грушевская",0,1,телевизор,1963.0,2017-12-05,рядом магазин,0,Михалово (Московская линия).,хрущевка,0,,"Сдается от собственника, без комиссии.Просторная 2-комнатная квартира по адресу Проспект Дзержинского 55.Квартира аккуратная,чистая с нормальным ремонтом.Отличное месторасположение.Из окна видно метро и остановку(хорошее транспортное сообщение).Хорошо развита инфраструктура,в шаговой доступности различные магазины,аптека,тц и т.д.)Имеется кухня и плита,электро-камин.Квартира частично меблирована(есть возможность доукомплектовать).На длительный срок.Звоните- договоримся на просмотр!Подготовкой и размещением рекламных материалов занималась компания REALEST.",Московский район,1,1,нет,1,кирпичный,2,42.0,27.0,6.0,5,0.0,0,13.0,Міхалова,97.59147601521968,5005.849774805983
"Минск, Алибегова ул., 8/3",1030593,"Сдаётся отличная 2-х комнатная квартира по ул. Алибегова 8 к3! Квартира расположена в шаговой доступности к ст. м Петровщина. В Квартире сделан хороший ремонт, отличная планировка, имеется вся мебель для комфортного проживания! Имеется: холодильник, стиральная машина, телевизор, плита, шкаф-купе, диван, двухспальная кровать, теплые полы, сан/узлы в плитке, большая лоджия!",1,53.8738,27.4819,11.0,633,320,13,94,Михалово,1,0,"телевизор, холодильник, стиральная машина",2007.0,2017-12-20,,1,Михалово (Московская линия).,новостройка,1,ламинат,,Московский район,1,1,нет,1,кирпичный,2,61.0,34.0,13.0,7,1.0,0,11.0,Пятроўшчына,1048.8084040591855,6130.337513141152
"Минск, Плеханова ул., 48",1205336,,18,53.8631,27.6013,10.0,633,320,13,81,Серебрянка,0,1,"холодильник, посуда, свч-печь, стиральная машина, телевизор, DVD-проигрыватель, интернет, высокоскоростной интернет, компьютерная сеть",2004.0,2017-12-14,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,нет,улучшенный проект,1,ламинат,"Сдается впервые, двухкомнатная квартира, 18 этаж, три лифта, холодильник, стиральная машина, микроволновая печь, телевизор 42 дюйма, интернет, два шкафа купе, мебель (по желанию), стеклопакеты, 10 минут от ст. метро, после косметического ремонта. Сдается на длительный срок, студентам и агентствам - не беспокоить.",Ленинский район,0,1,нет,1,панельный,2,58.0,20.0,13.0,19,1.0,1,10.0,Партызанская,2334.313637644149,5107.221896957423
"Минск, Горовца ул., 20/1",1210698,,5,53.8707,27.6069,10.0,633,320,15,81,Серебрянка,0,1,"холодильник, свч-печь, стиральная машина, телевизор",1984.0,2017-12-11,"лифт, стеклопакеты",1,Партизанская (Заводская линия).,стандартный проект,1,ламинат,"Квартира сдается на длительный период. Квартира полностью меблирована, имеется вся необходимая техника.",Ленинский район,1,1,нет,1,панельный,2,53.0,28.0,9.0,12,0.0,1,10.0,Партызанская,1574.2616053235581,4630.708103644722
"Минск, Лазо ул., 7",813324,,11,53.871913,27.65946,11.0,633,320,19,177,Р-н ДК МАЗ,0,1,"холодильник, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет",2010.0,2017-12-22,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом спортивный центр",1,Автозаводская (Заводская линия).,новостройка,1,ламинат,,Заводской район,1,1,нет,1,панельный,2,61.0,57.0,9.0,19,1.0,1,11.0,Аўтазаводская,814.0590019765496,7286.400148875048
"Минск, Жилуновича ул., 41",1200584,,4,53.8696,27.6292,12.0,623,315,12,90,"Партизанский, Васнецова, Народная",0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор",1962.0,2017-12-09,"домофон, металлическая дверь, стеклопакеты, рядом магазин, рядом супермаркет, рядом зеленая зона",1,"Партизанская, до метро 5 мин. пешком (Заводская линия).",Пропуск,0,,"Квартира от собственника. Магазин и кинотеатр - во дворе дома, метро Партизанская, универмаг Беларусь - в шаговой доступности. В квартире выполнен хороший ремонт. Есть вся необходимая мебель и бытовая техника.",Заводской район,1,1,нет,1,кирпичный,2,45.0,28.0,10.0,5,1.0,0,12.0,Партызанская,745.6382066028951,5764.877599709847
"Минск, Двинская ул., 20",1174155,,1,53.902104,27.626704,8.0,614,310,13,96,"Багратиона, Менделеева, Уральская, Столетова",0,0,"холодильник, стиральная машина, душевая кабина, интернет",2002.0,2017-12-11,"охраняемая территория, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, благоустроенный двор, рядом магазин, рядом супермаркет, рядом спортивный центр, рядом зеленая зона",0,Тракторный завод (Заводская линия).,улучшенный проект,1,линолеум,"Сдам на длительный срок дом после ремонта (всё установлено новое). Шаговая доступность до метро `Тракторный завод`. Рядом Евроопт, электричка, Ботанический сад. Место для автомобиля. Из мебели: шкаф купе в коридоре и в спальных, кухня с электроплитой, стиральная машина, холодильник, освещение - светодиодное. Есть интернет. TV антенна с соц. пакетом. Предоплата аренды за текущий и последний месяцы. Дополнительно + коммунальные. Оформление договора аренды. С животными и вредными привычками прошу не беспокоить!",Партизанский район,1,1,нет,0,Пропуск,2,53.0,35.0,12.0,1,1.0,0,8.0,Трактарны завод,1575.701596733893,4287.279123919663
"Минск, Плеханова ул., 38",1200308,,1,53.8659,27.609,11.0,614,310,17,85,Серебрянка,0,1,"холодильник, стиральная машина",2003.5714285714287,2017-12-01,,0,"Партизанская, до метро 7 мин. (Заводская линия).",Пропуск,1,,"Сдается квартира на длительный срок,после ремонта",Ленинский район,1,1,нет,0,панельный,2,36.0,25.0,6.0,5,1.0,1,11.0,Партызанская,1746.190410016506,5133.736868332831
"Минск, Карастояновой ул., 3/А",922046,,17,53.930014,27.563744,10.0,594,300,14,106,"Червякова, Шевченко",1,0,,2004.0,2017-12-20,,1,нет,новостройка,1,ламинат,,Центральный район,1,1,нет,1,панельный,2,57.0,31.0,9.0,19,1.0,1,10.0,Плошча Якуба Коласа,2065.343352222456,3066.4554369542943
"Минск, Шаранговича ул., 61",1031296,"Сдается прекрасная двухкомнатная квартира по улице Шаранговича, 61.  Укомплектована всем необходимым для проживания, имеется вся бытовая техника, новая мебель. Квартира светлая и уютная, теплая в зимний период. Рядом магазины, зеленая зона, благоустроенный двор, детская площадка. Готова к просмотру и заселению! ",7,53.879902,27.434154,8.0,594,300,15,109,Сухарево,1,0,,2003.0,2017-12-20,"благоустроенный двор, рядом магазин, детская площадка",1,нет,улучшенный проект,1,ламинат,,Фрунзенский район,1,1,нет,1,панельный,2,51.0,28.0,10.0,9,1.0,1,8.0,Каменная Горка,3008.200366142788,8740.889451094865
"Минск, Пушкина просп., 29",860971,,7,53.901435,27.495787,7.0,594,300,17,108,Пушкина-Мавра-Бельского,1,0,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет",1972.0,2017-12-20,"домофон, металлическая дверь, лифт, стеклопакеты, благоустроенный двор, детская площадка",1,Пушкинская (Заводская линия).,брежневка,1,ламинат,,Фрунзенский район,1,1,нет,1,панельный,2,54.0,34.0,10.0,9,0.0,1,7.0,Пушкінская,925.5894469874818,4319.664593916405
"Минск, Пономаренко ул., 52",1206013,,2,53.895311,27.481886,17.0,594,300,15,101,Пушкина-Мавра-Бельского,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, телевизор, интернет",1995.0,2017-12-18,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, детская площадка, рядом магазин, рядом зеленая зона",1,Спортивная (Заводская линия).,стандартный проект,0,линолеум,,Фрунзенский район,0,1,нет,1,кирпичный,2,53.0,31.0,8.0,6,0.0,0,17.0,Спартыўная,1470.1537606798445,5292.905415607782
"Минск, Панченко ул., 74",1066275,"Сдается просторная 2-комнатная квартира с евроремонтом по ул. Панченко, 74 (ст.м. ""Каменная Горка""). Дом современный с видеонаблюдением. Евро-ремонт, современная мебель, импортная техника. Квартира с шикарным видом: кухня со встроенной бытовой техникой, просторные комнаты, просторный с/у, лоджия с освещением застекленная. Полностью укомплектована мебелью и бытовой техникой (духовой шкаф, варочная поверхность, холодильник, стиральная машина, пылесос). Рядом 2 торговых цента, школы, садики. Готова для заселения и комфортного проживания.",15,53.8929,27.4168,9.0,594,300,17,118,Сухарево,1,0,"холодильник, стиральная машина",2008.0,2017-12-20,,1,нет,новостройка,1,ламинат,,Фрунзенский район,1,1,нет,1,панельный,2,61.0,31.0,13.0,16,1.0,1,9.0,Каменная Горка,2002.0797447773439,9570.597325115281
"Минск, Одоевского ул., 25",1216712,,1,53.904147,27.506287,5.0,594,300,26,94,Пушкина-Харьковская-Берута-Гусовского,0,0,"холодильник, стиральная машина, телевизор",1967.0,2017-12-26,"домофон, металлическая дверь, встроенные шкафы, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом спортивный центр, рядом зеленая зона",1,Молодежная (Заводская линия).,брежневка,0,паркет,"В 10 минутах ходьбы от метро Пушкинская,секция,угловой диван,комод,кровати, телевизор,стиральная машина,холодильник.Возможно заочникам.С 02.01.2018г.",Фрунзенский район,0,1,нет,1,панельный,2,48.0,31.0,6.0,5,0.0,1,5.0,Пушкінская,832.9926555422392,3632.421427722126
"Минск, Одинцова ул., 31/1",1216785,,4,53.900114,27.447827,5.0,594,300,31,93,"Запад, Красный Бор",0,1,"холодильник, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет",1984.0,2017-12-26,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, детская площадка, рядом магазин, рядом супермаркет, рядом рынок",1,Каменная горка (Заводская линия).,стандартный проект,0,ламинат,"Квартира после ремонта,в отличном состоянии,совершенно свежая, тёплая,все есть,окна во двор,метро одна остановка .",Фрунзенский район,1,1,нет,1,панельный,2,52.0,30.0,7.0,9,0.0,1,5.0,Кунцаўшчына,801.0906509030759,7475.269102757901
"Минск, Неманская ул., 85",1205360,,5,53.9268,27.4309,5.0,594,300,14,137,Каменная горка,0,1,"холодильник, свч-печь, интернет, высокоскоростной интернет",2014.0,2017-12-04,"металлическая дверь, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, детская площадка, рядом магазин",0,нет,новостройка,1,,,Фрунзенский район,1,1,нет,1,панельный,2,63.0,46.0,10.0,10,1.0,1,5.0,Каменная Горка,2238.1813003589855,8996.770269453324
"Минск, Матусевича ул., 8",1120626,,2,53.916351,27.491014,0.0,594,300,14,79,Пушкина-Глебки-Притыцкого-Ольшевского-Кальварийская,0,1,"холодильник, свч-печь, стиральная машина, телевизор, интернет, высокоскоростной интернет",1968.0,2017-07-09,"домофон, металлическая дверь, окна во двор, рядом магазин, рядом зеленая зона",1,Пушкинская (Заводская линия).,брежневка,0,деревянные,"Договор аренды. Рядом большой сквер, детские сады,школы, магазины,Есть кухня,стол,холодильник,диван,кресло-кровать,шкаф,стиральная машина,,интернет.Балкон застеклен.5 минут до метро Пушкинская",Фрунзенский район,0,1,нет,1,панельный,2,45.0,30.0,6.0,5,0.0,1,0.0,Пушкінская,864.8162782203601,4880.965256537488
"Минск, Лынькова ул., 23/г",1175545,,3,53.9259,27.4849,4.0,594,300,15,90,Масюковщина,0,1,"холодильник, посуда, мелкая бытовая техника, стиральная машина, душевая кабина, телевизор, интернет, высокоскоростной интернет",1978.0,2017-10-19,"домофон, металлическая дверь, лифт, стеклопакеты, окна во двор, детская площадка, рядом магазин",1,"Пушкинская, до метро 20 мин. транспортом (Заводская линия).",стандартный проект,1,ламинат,,Фрунзенский район,1,1,нет,1,панельный,2,57.0,32.0,10.0,9,0.0,1,4.0,Спартыўная,1974.6843664172504,5666.441848876584
"Минск, Лещинского ул., 47",1211359,,6,53.9146,27.4485,5.0,594,300,20,128,Кунцевщина,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, душевая кабина, телевизор, высокоскоростной интернет",1991.0,2017-12-12,"домофон, лифт, встроенные шкафы, парковка, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом зеленая зона",1,Кунцевщина (Заводская линия).,чешский проект,1,деревянные,,Фрунзенский район,1,1,нет,1,панельный,2,54.0,25.0,10.0,12,0.0,1,5.0,Кунцаўшчына,995.1446905743592,7546.275678222938
"Минск, Кунцевщина ул., 42",1210769,,7,53.9152,27.4399,4.0,594,300,17,102,Кунцевщина,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, душевая кабина, телевизор, интернет",1992.0,2017-12-12,"домофон, металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,Каменная горка (Заводская линия).,стандартный проект,0,ламинат,"Двухк-я квартира. Зал проходной.В отличном состоянии. Джакузи.Цена 300. у.е. для проживания одногочеловека, если пара 340 у.е.",Фрунзенский район,1,1,нет,1,панельный,2,54.0,31.0,8.0,12,0.0,1,4.0,Каменная Горка,959.412900748049,8114.325068331111
